1,2,3,4,5,6,7
紀念账号已注销,近水楼台先得月 谁陪在你身边你就对谁好吧,2019年6月18日,27.8万,MELANCHOLY,White Cherry,作词 : Нурмухаметов Артур Русланович作曲 : Нурмухаметов Артур Русланович
帐号已注销,溫柔留給你們記得要好好生活,2018年11月12日,12.1万,MELANCHOLY,White Cherry,作词 : Нурмухаметов Артур Русланович作曲 : Нурмухаметов Артур Русланович
SNOWAHEI,XXX的眼睛特别好看 忧郁和温柔藏在眼眸中,2018年11月17日,60831,MELANCHOLY,White Cherry,作词 : Нурмухаметов Артур Русланович作曲 : Нурмухаметов Артур Русланович
i9xx,希望以后所有的拥抱都不会跟离别扯上关系ㅤ,2018年12月31日,56230,MELANCHOLY,White Cherry,作词 : Нурмухаметов Артур Русланович作曲 : Нурмухаметов Артур Русланович
齐齐齐齐我爱你_3414,这首歌讲的是一位黑人，他无意间发现了一个变态杀死了两个小姑娘。FBI来到现场的时候，发现黑人抱着两个小女孩，以为是黑人杀死了小女孩，黑人被判刑的那一刻全世界仿佛失去了颜色……其实，人们都不知道这位黑人生前救了多少人,2020年6月26日,55897,MELANCHOLY,White Cherry,作词 : Нурмухаметов Артур Русланович作曲 : Нурмухаметов Артур Русланович
tons2,其实那些坎我一个也过不去 ​​​,2019年4月13日,50493,MELANCHOLY,White Cherry,作词 : Нурмухаметов Артур Русланович作曲 : Нурмухаметов Артур Русланович
空于野,这首歌已经听了10418遍,2019年8月20日,37911,MELANCHOLY,White Cherry,作词 : Нурмухаметов Артур Русланович作曲 : Нурмухаметов Артур Русланович
CGoneZ,人生就一次 小可爱们不要再难过啦,2020年6月6日,36170,MELANCHOLY,White Cherry,作词 : Нурмухаметов Артур Русланович作曲 : Нурмухаметов Артур Русланович
只拍海大靓仔靓女,手里攥着开学爷爷给的零花钱，还没花，以后也不会再花了。在浦东机场H151登记口循环听着这首歌哭了好久，爷爷走了😔,2019年12月16日,35973,MELANCHOLY,White Cherry,作词 : Нурмухаметов Артур Русланович作曲 : Нурмухаметов Артур Русланович
账号已注销_p977,我得胃癌症 晚期 还有不到两个多月 我父母满着我说我快出院了 想让我开朗点 我自己的事我知道 这辈子最对不起父母 对不起家人 这辈子就算了 下辈子在孝敬你们 我最爱的女人 马妍 希望你早日结婚 早生贵子 白头偕老 爱你，人间太累了 这辈子就算了 下辈子不去了 不说了 我要化疗了，再见 兄弟姐妹们,2020年7月12日,26483,MELANCHOLY,White Cherry,作词 : Нурмухаметов Артур Русланович作曲 : Нурмухаметов Артур Русланович
KKKKKKiller-,你是生活扑面而来的善意,2019年2月1日,23026,MELANCHOLY,White Cherry,作词 : Нурмухаметов Артур Русланович作曲 : Нурмухаметов Артур Русланович
sorrow-Despair,戴上耳机——人间不值得摘下耳机——妈今天吃啥,2020年10月12日,20693,MELANCHOLY,White Cherry,作词 : Нурмухаметов Артур Русланович作曲 : Нурмухаметов Артур Русланович
hide_7y,每一个夜晚都有月亮和音乐陪我,2019年3月21日,20221,MELANCHOLY,White Cherry,作词 : Нурмухаметов Артур Русланович作曲 : Нурмухаметов Артур Русланович
南湖紫怡,2020年10月21日:妈妈永远的离开了我2020年10月22日:亲手将妈妈抬入棺里2020年10月23日:在冰冷的棺材边守夜2020年10月24日:亲手挖开第一锄土壤2020年10月28日:亲自去公安局注户。一瞬间，所有的压力都给了我，我还只是一个18岁的男孩啊！,2020年10月29日,19358,MELANCHOLY,White Cherry,作词 : Нурмухаметов Артур Русланович作曲 : Нурмухаметов Артур Русланович
xD-7,该睡了 心里出现乌云就应该早点踏入黑夜,2019年10月19日,18854,MELANCHOLY,White Cherry,作词 : Нурмухаметов Артур Русланович作曲 : Нурмухаметов Артур Русланович
浅田幸子,给我点赞我也私密你一句话,2019年10月21日,2546,夏 日 時 光 ℃,Slim Fey,作词 : 无作曲 : 卫兰R e a l M u s i cS l i m B e a t s怀 念 与 你 一 起 的 夏 日 时 光 ~
所有人对我避之不及,我网恋了 因为我得不到的我喜欢的小男孩 而网上的男孩子好像很爱我 尽管我知道这是转瞬即逝的事情,2019年6月30日,1322,夏 日 時 光 ℃,Slim Fey,作词 : 无作曲 : 卫兰R e a l M u s i cS l i m B e a t s怀 念 与 你 一 起 的 夏 日 时 光 ~
一人平気,你他娘得倒是一口气唱出来啊？！,2019年9月6日,1065,夏 日 時 光 ℃,Slim Fey,作词 : 无作曲 : 卫兰R e a l M u s i cS l i m B e a t s怀 念 与 你 一 起 的 夏 日 时 光 ~
MaggieYep,感觉女孩说出 “when i” 之后就被男孩温柔的吻住了。,2020年1月15日,975,夏 日 時 光 ℃,Slim Fey,作词 : 无作曲 : 卫兰R e a l M u s i cS l i m B e a t s怀 念 与 你 一 起 的 夏 日 时 光 ~
SlimFey,sample:卫兰-morning,2019年4月14日,924,夏 日 時 光 ℃,Slim Fey,作词 : 无作曲 : 卫兰R e a l M u s i cS l i m B e a t s怀 念 与 你 一 起 的 夏 日 时 光 ~
居人篱下,美好的事物一般都发生在夏日🌴,2019年6月27日,574,夏 日 時 光 ℃,Slim Fey,作词 : 无作曲 : 卫兰R e a l M u s i cS l i m B e a t s怀 念 与 你 一 起 的 夏 日 时 光 ~
所有人对我避之不及,我分手了 我觉得我自己恶心 竟然想让我从来没见过的男生代替我那份喜欢,2019年7月5日,472,夏 日 時 光 ℃,Slim Fey,作词 : 无作曲 : 卫兰R e a l M u s i cS l i m B e a t s怀 念 与 你 一 起 的 夏 日 时 光 ~
学长_-_-_,生活小常识,2020年8月8日,332,夏 日 時 光 ℃,Slim Fey,作词 : 无作曲 : 卫兰R e a l M u s i cS l i m B e a t s怀 念 与 你 一 起 的 夏 日 时 光 ~
昵称已经被清空,高情商 : 感觉女孩说出“when i”之后就被男孩温柔的吻住了。低情商 : 你他娘得倒是一口气唱出来啊？！,2月26日 16:04,322,夏 日 時 光 ℃,Slim Fey,作词 : 无作曲 : 卫兰R e a l M u s i cS l i m B e a t s怀 念 与 你 一 起 的 夏 日 时 光 ~
hanwwwwwww,你嘴挺硬的 不过还好舌头是软的,2020年2月27日,303,夏 日 時 光 ℃,Slim Fey,作词 : 无作曲 : 卫兰R e a l M u s i cS l i m B e a t s怀 念 与 你 一 起 的 夏 日 时 光 ~
iurgnaw-,我结结巴巴的对她说“你叫什么名字”从你叫什么名字开始，后来，有了一切。,2019年10月21日,259,夏 日 時 光 ℃,Slim Fey,作词 : 无作曲 : 卫兰R e a l M u s i cS l i m B e a t s怀 念 与 你 一 起 的 夏 日 时 光 ~
想和妳吹海風,短时间高频聊天总是会让人误以为是爱情,2020年3月4日,253,夏 日 時 光 ℃,Slim Fey,作词 : 无作曲 : 卫兰R e a l M u s i cS l i m B e a t s怀 念 与 你 一 起 的 夏 日 时 光 ~
花痴才不会正经的死去,第一遍,2020年3月26日,205,夏 日 時 光 ℃,Slim Fey,作词 : 无作曲 : 卫兰R e a l M u s i cS l i m B e a t s怀 念 与 你 一 起 的 夏 日 时 光 ~
香蕉排骨,让她唱！让她唱出来啊！！,2020年1月3日,167,夏 日 時 光 ℃,Slim Fey,作词 : 无作曲 : 卫兰R e a l M u s i cS l i m B e a t s怀 念 与 你 一 起 的 夏 日 时 光 ~
几拳揍烂你脸,知道我为什么喜欢女生吗？以前我也是被男孩子爱过的我也是爱过男孩子的，当然，是网恋我们俩一起玩游戏，打排位，开麦开黑，他那边的学开的比我早，他比我小一岁，他声音很受，人很温柔，一句玛卡巴卡，我能原地爆炸，我知道那时候很喜欢他，他上学的时候也想着我，信息课啊，借老师手机给我发短信啊,2020年5月9日,136,夏 日 時 光 ℃,Slim Fey,作词 : 无作曲 : 卫兰R e a l M u s i cS l i m B e a t s怀 念 与 你 一 起 的 夏 日 时 光 ~
以雪定义爱,是不是和我一样歌单里也收藏了《像 你 在 的 时 候 一 样》,2020年11月21日,1649,现 在 的 你,21st Century Schizoid Man,作词 : 无作曲 : 无本作品为采样作品，人声采样《脚趾上的星光》原声带《最后的眼泪（井山&音 读本）》旋律采样：no mornings — keepitinside/il westo，仅供试听，侵删。如果我是个会哭的女孩，会不会就不会写歌了，因为感情有别的出孔，我不会哭泣，我一直以为只有不哭泣的女孩，才能把心中所有的感想留住，我不要像我妈一样，让眼泪清洗心中的悲伤，最后一切都空白连回忆都失去，在我们生活中很多我们以为的事，事实上不见得心里真的是这么感受，就像你 不爱哭，不见得就表示你的心强大到可以扛下一切，在我们交往那么久，我才想明白这个道理真是对不住你，音 我想你，收到这封电邮，你一定很意外这次email里面，没有像以往附上音乐，因为我想告诉你的话 太多，却找不到一首 可以表达此刻心情的音乐，井山 我们分手吧，当好朋友吧，因为我们不再是两年前的我们了，我们必须诚实面对现在的我们，我必须面对 现在的你展开
_风倾_,自从我喜欢了南海花痴，现在日推都是这种风格,2020年7月13日,1351,现 在 的 你,21st Century Schizoid Man,作词 : 无作曲 : 无本作品为采样作品，人声采样《脚趾上的星光》原声带《最后的眼泪（井山&音 读本）》旋律采样：no mornings — keepitinside/il westo，仅供试听，侵删。如果我是个会哭的女孩，会不会就不会写歌了，因为感情有别的出孔，我不会哭泣，我一直以为只有不哭泣的女孩，才能把心中所有的感想留住，我不要像我妈一样，让眼泪清洗心中的悲伤，最后一切都空白连回忆都失去，在我们生活中很多我们以为的事，事实上不见得心里真的是这么感受，就像你 不爱哭，不见得就表示你的心强大到可以扛下一切，在我们交往那么久，我才想明白这个道理真是对不住你，音 我想你，收到这封电邮，你一定很意外这次email里面，没有像以往附上音乐，因为我想告诉你的话 太多，却找不到一首 可以表达此刻心情的音乐，井山 我们分手吧，当好朋友吧，因为我们不再是两年前的我们了，我们必须诚实面对现在的我们，我必须面对 现在的你展开
名字不好取丶丶,在云村这么久，都八级了，都没试过超过3个赞的。。。,2019年6月22日,1144,现 在 的 你,21st Century Schizoid Man,作词 : 无作曲 : 无本作品为采样作品，人声采样《脚趾上的星光》原声带《最后的眼泪（井山&音 读本）》旋律采样：no mornings — keepitinside/il westo，仅供试听，侵删。如果我是个会哭的女孩，会不会就不会写歌了，因为感情有别的出孔，我不会哭泣，我一直以为只有不哭泣的女孩，才能把心中所有的感想留住，我不要像我妈一样，让眼泪清洗心中的悲伤，最后一切都空白连回忆都失去，在我们生活中很多我们以为的事，事实上不见得心里真的是这么感受，就像你 不爱哭，不见得就表示你的心强大到可以扛下一切，在我们交往那么久，我才想明白这个道理真是对不住你，音 我想你，收到这封电邮，你一定很意外这次email里面，没有像以往附上音乐，因为我想告诉你的话 太多，却找不到一首 可以表达此刻心情的音乐，井山 我们分手吧，当好朋友吧，因为我们不再是两年前的我们了，我们必须诚实面对现在的我们，我必须面对 现在的你展开
放个屁吓死你,啊 我发现了！如果是带线耳机女声在右男声在左 如果是蓝牙耳机女声在左 男声在右！！！！,2020年6月17日,700,现 在 的 你,21st Century Schizoid Man,作词 : 无作曲 : 无本作品为采样作品，人声采样《脚趾上的星光》原声带《最后的眼泪（井山&音 读本）》旋律采样：no mornings — keepitinside/il westo，仅供试听，侵删。如果我是个会哭的女孩，会不会就不会写歌了，因为感情有别的出孔，我不会哭泣，我一直以为只有不哭泣的女孩，才能把心中所有的感想留住，我不要像我妈一样，让眼泪清洗心中的悲伤，最后一切都空白连回忆都失去，在我们生活中很多我们以为的事，事实上不见得心里真的是这么感受，就像你 不爱哭，不见得就表示你的心强大到可以扛下一切，在我们交往那么久，我才想明白这个道理真是对不住你，音 我想你，收到这封电邮，你一定很意外这次email里面，没有像以往附上音乐，因为我想告诉你的话 太多，却找不到一首 可以表达此刻心情的音乐，井山 我们分手吧，当好朋友吧，因为我们不再是两年前的我们了，我们必须诚实面对现在的我们，我必须面对 现在的你展开
阪路一,她很文静， 初三时候我经常会摸她，夏天总觉得她的皮肤比我的凉，经常靠在她身上上课， 她也从来不说什么， 谢谢你，我的同桌， 墙,2020年10月14日,668,现 在 的 你,21st Century Schizoid Man,作词 : 无作曲 : 无本作品为采样作品，人声采样《脚趾上的星光》原声带《最后的眼泪（井山&音 读本）》旋律采样：no mornings — keepitinside/il westo，仅供试听，侵删。如果我是个会哭的女孩，会不会就不会写歌了，因为感情有别的出孔，我不会哭泣，我一直以为只有不哭泣的女孩，才能把心中所有的感想留住，我不要像我妈一样，让眼泪清洗心中的悲伤，最后一切都空白连回忆都失去，在我们生活中很多我们以为的事，事实上不见得心里真的是这么感受，就像你 不爱哭，不见得就表示你的心强大到可以扛下一切，在我们交往那么久，我才想明白这个道理真是对不住你，音 我想你，收到这封电邮，你一定很意外这次email里面，没有像以往附上音乐，因为我想告诉你的话 太多，却找不到一首 可以表达此刻心情的音乐，井山 我们分手吧，当好朋友吧，因为我们不再是两年前的我们了，我们必须诚实面对现在的我们，我必须面对 现在的你展开
该怎么记,这个年纪是该浪漫点还是清醒点,2020年12月2日,664,现 在 的 你,21st Century Schizoid Man,作词 : 无作曲 : 无本作品为采样作品，人声采样《脚趾上的星光》原声带《最后的眼泪（井山&音 读本）》旋律采样：no mornings — keepitinside/il westo，仅供试听，侵删。如果我是个会哭的女孩，会不会就不会写歌了，因为感情有别的出孔，我不会哭泣，我一直以为只有不哭泣的女孩，才能把心中所有的感想留住，我不要像我妈一样，让眼泪清洗心中的悲伤，最后一切都空白连回忆都失去，在我们生活中很多我们以为的事，事实上不见得心里真的是这么感受，就像你 不爱哭，不见得就表示你的心强大到可以扛下一切，在我们交往那么久，我才想明白这个道理真是对不住你，音 我想你，收到这封电邮，你一定很意外这次email里面，没有像以往附上音乐，因为我想告诉你的话 太多，却找不到一首 可以表达此刻心情的音乐，井山 我们分手吧，当好朋友吧，因为我们不再是两年前的我们了，我们必须诚实面对现在的我们，我必须面对 现在的你展开
北欧雾,半夜热醒，于是默默起来给室友盖上被子,2020年8月12日,655,现 在 的 你,21st Century Schizoid Man,作词 : 无作曲 : 无本作品为采样作品，人声采样《脚趾上的星光》原声带《最后的眼泪（井山&音 读本）》旋律采样：no mornings — keepitinside/il westo，仅供试听，侵删。如果我是个会哭的女孩，会不会就不会写歌了，因为感情有别的出孔，我不会哭泣，我一直以为只有不哭泣的女孩，才能把心中所有的感想留住，我不要像我妈一样，让眼泪清洗心中的悲伤，最后一切都空白连回忆都失去，在我们生活中很多我们以为的事，事实上不见得心里真的是这么感受，就像你 不爱哭，不见得就表示你的心强大到可以扛下一切，在我们交往那么久，我才想明白这个道理真是对不住你，音 我想你，收到这封电邮，你一定很意外这次email里面，没有像以往附上音乐，因为我想告诉你的话 太多，却找不到一首 可以表达此刻心情的音乐，井山 我们分手吧，当好朋友吧，因为我们不再是两年前的我们了，我们必须诚实面对现在的我们，我必须面对 现在的你展开
逃险,井山 我们分手吧。,2020年6月18日,441,现 在 的 你,21st Century Schizoid Man,作词 : 无作曲 : 无本作品为采样作品，人声采样《脚趾上的星光》原声带《最后的眼泪（井山&音 读本）》旋律采样：no mornings — keepitinside/il westo，仅供试听，侵删。如果我是个会哭的女孩，会不会就不会写歌了，因为感情有别的出孔，我不会哭泣，我一直以为只有不哭泣的女孩，才能把心中所有的感想留住，我不要像我妈一样，让眼泪清洗心中的悲伤，最后一切都空白连回忆都失去，在我们生活中很多我们以为的事，事实上不见得心里真的是这么感受，就像你 不爱哭，不见得就表示你的心强大到可以扛下一切，在我们交往那么久，我才想明白这个道理真是对不住你，音 我想你，收到这封电邮，你一定很意外这次email里面，没有像以往附上音乐，因为我想告诉你的话 太多，却找不到一首 可以表达此刻心情的音乐，井山 我们分手吧，当好朋友吧，因为我们不再是两年前的我们了，我们必须诚实面对现在的我们，我必须面对 现在的你展开
臼乜,没必要把怀念弄得比过程都长,2020年9月21日,439,现 在 的 你,21st Century Schizoid Man,作词 : 无作曲 : 无本作品为采样作品，人声采样《脚趾上的星光》原声带《最后的眼泪（井山&音 读本）》旋律采样：no mornings — keepitinside/il westo，仅供试听，侵删。如果我是个会哭的女孩，会不会就不会写歌了，因为感情有别的出孔，我不会哭泣，我一直以为只有不哭泣的女孩，才能把心中所有的感想留住，我不要像我妈一样，让眼泪清洗心中的悲伤，最后一切都空白连回忆都失去，在我们生活中很多我们以为的事，事实上不见得心里真的是这么感受，就像你 不爱哭，不见得就表示你的心强大到可以扛下一切，在我们交往那么久，我才想明白这个道理真是对不住你，音 我想你，收到这封电邮，你一定很意外这次email里面，没有像以往附上音乐，因为我想告诉你的话 太多，却找不到一首 可以表达此刻心情的音乐，井山 我们分手吧，当好朋友吧，因为我们不再是两年前的我们了，我们必须诚实面对现在的我们，我必须面对 现在的你展开
臼乜,我知道你在听这首歌我真的很想告诉你总能走出来的但是必须要你自己来走出来的感觉真的好爽,2020年9月21日,357,现 在 的 你,21st Century Schizoid Man,作词 : 无作曲 : 无本作品为采样作品，人声采样《脚趾上的星光》原声带《最后的眼泪（井山&音 读本）》旋律采样：no mornings — keepitinside/il westo，仅供试听，侵删。如果我是个会哭的女孩，会不会就不会写歌了，因为感情有别的出孔，我不会哭泣，我一直以为只有不哭泣的女孩，才能把心中所有的感想留住，我不要像我妈一样，让眼泪清洗心中的悲伤，最后一切都空白连回忆都失去，在我们生活中很多我们以为的事，事实上不见得心里真的是这么感受，就像你 不爱哭，不见得就表示你的心强大到可以扛下一切，在我们交往那么久，我才想明白这个道理真是对不住你，音 我想你，收到这封电邮，你一定很意外这次email里面，没有像以往附上音乐，因为我想告诉你的话 太多，却找不到一首 可以表达此刻心情的音乐，井山 我们分手吧，当好朋友吧，因为我们不再是两年前的我们了，我们必须诚实面对现在的我们，我必须面对 现在的你展开
不想随笔,我一直以为她是最坚强的 没想到哭的最厉害,7月9日 16:15,299,现 在 的 你,21st Century Schizoid Man,作词 : 无作曲 : 无本作品为采样作品，人声采样《脚趾上的星光》原声带《最后的眼泪（井山&音 读本）》旋律采样：no mornings — keepitinside/il westo，仅供试听，侵删。如果我是个会哭的女孩，会不会就不会写歌了，因为感情有别的出孔，我不会哭泣，我一直以为只有不哭泣的女孩，才能把心中所有的感想留住，我不要像我妈一样，让眼泪清洗心中的悲伤，最后一切都空白连回忆都失去，在我们生活中很多我们以为的事，事实上不见得心里真的是这么感受，就像你 不爱哭，不见得就表示你的心强大到可以扛下一切，在我们交往那么久，我才想明白这个道理真是对不住你，音 我想你，收到这封电邮，你一定很意外这次email里面，没有像以往附上音乐，因为我想告诉你的话 太多，却找不到一首 可以表达此刻心情的音乐，井山 我们分手吧，当好朋友吧，因为我们不再是两年前的我们了，我们必须诚实面对现在的我们，我必须面对 现在的你展开
属于22点10分的598B,我是airpods但是女声右耳男声左耳,2020年6月20日,216,现 在 的 你,21st Century Schizoid Man,作词 : 无作曲 : 无本作品为采样作品，人声采样《脚趾上的星光》原声带《最后的眼泪（井山&音 读本）》旋律采样：no mornings — keepitinside/il westo，仅供试听，侵删。如果我是个会哭的女孩，会不会就不会写歌了，因为感情有别的出孔，我不会哭泣，我一直以为只有不哭泣的女孩，才能把心中所有的感想留住，我不要像我妈一样，让眼泪清洗心中的悲伤，最后一切都空白连回忆都失去，在我们生活中很多我们以为的事，事实上不见得心里真的是这么感受，就像你 不爱哭，不见得就表示你的心强大到可以扛下一切，在我们交往那么久，我才想明白这个道理真是对不住你，音 我想你，收到这封电邮，你一定很意外这次email里面，没有像以往附上音乐，因为我想告诉你的话 太多，却找不到一首 可以表达此刻心情的音乐，井山 我们分手吧，当好朋友吧，因为我们不再是两年前的我们了，我们必须诚实面对现在的我们，我必须面对 现在的你展开
Luckin99,这女声的语气和话语听起来都想在暗诉着是男声的过错，自己充满委屈,2020年11月7日,208,现 在 的 你,21st Century Schizoid Man,作词 : 无作曲 : 无本作品为采样作品，人声采样《脚趾上的星光》原声带《最后的眼泪（井山&音 读本）》旋律采样：no mornings — keepitinside/il westo，仅供试听，侵删。如果我是个会哭的女孩，会不会就不会写歌了，因为感情有别的出孔，我不会哭泣，我一直以为只有不哭泣的女孩，才能把心中所有的感想留住，我不要像我妈一样，让眼泪清洗心中的悲伤，最后一切都空白连回忆都失去，在我们生活中很多我们以为的事，事实上不见得心里真的是这么感受，就像你 不爱哭，不见得就表示你的心强大到可以扛下一切，在我们交往那么久，我才想明白这个道理真是对不住你，音 我想你，收到这封电邮，你一定很意外这次email里面，没有像以往附上音乐，因为我想告诉你的话 太多，却找不到一首 可以表达此刻心情的音乐，井山 我们分手吧，当好朋友吧，因为我们不再是两年前的我们了，我们必须诚实面对现在的我们，我必须面对 现在的你展开
怎样和女生分手,如果我是个会哭的女孩，会不会就不会写歌了，因为感情有别的出口。我不哭泣，我一直以为，只有不哭泣的女孩，才能把心中所有的感想留住。我不要像我妈一样，让眼泪清洗心中的悲伤，最后一切都空白，连回忆都逝去。,2020年10月6日,192,现 在 的 你,21st Century Schizoid Man,作词 : 无作曲 : 无本作品为采样作品，人声采样《脚趾上的星光》原声带《最后的眼泪（井山&音 读本）》旋律采样：no mornings — keepitinside/il westo，仅供试听，侵删。如果我是个会哭的女孩，会不会就不会写歌了，因为感情有别的出孔，我不会哭泣，我一直以为只有不哭泣的女孩，才能把心中所有的感想留住，我不要像我妈一样，让眼泪清洗心中的悲伤，最后一切都空白连回忆都失去，在我们生活中很多我们以为的事，事实上不见得心里真的是这么感受，就像你 不爱哭，不见得就表示你的心强大到可以扛下一切，在我们交往那么久，我才想明白这个道理真是对不住你，音 我想你，收到这封电邮，你一定很意外这次email里面，没有像以往附上音乐，因为我想告诉你的话 太多，却找不到一首 可以表达此刻心情的音乐，井山 我们分手吧，当好朋友吧，因为我们不再是两年前的我们了，我们必须诚实面对现在的我们，我必须面对 现在的你展开
_废话墟,采样《脚趾上的星光》,2020年5月31日,169,现 在 的 你,21st Century Schizoid Man,作词 : 无作曲 : 无本作品为采样作品，人声采样《脚趾上的星光》原声带《最后的眼泪（井山&音 读本）》旋律采样：no mornings — keepitinside/il westo，仅供试听，侵删。如果我是个会哭的女孩，会不会就不会写歌了，因为感情有别的出孔，我不会哭泣，我一直以为只有不哭泣的女孩，才能把心中所有的感想留住，我不要像我妈一样，让眼泪清洗心中的悲伤，最后一切都空白连回忆都失去，在我们生活中很多我们以为的事，事实上不见得心里真的是这么感受，就像你 不爱哭，不见得就表示你的心强大到可以扛下一切，在我们交往那么久，我才想明白这个道理真是对不住你，音 我想你，收到这封电邮，你一定很意外这次email里面，没有像以往附上音乐，因为我想告诉你的话 太多，却找不到一首 可以表达此刻心情的音乐，井山 我们分手吧，当好朋友吧，因为我们不再是两年前的我们了，我们必须诚实面对现在的我们，我必须面对 现在的你展开
不是麦恩莉,真正温柔的人不会言辞犀利 也不会让你左思右想 他是简单的 温和的 有回应的 甚至可能你话只说了一半 他已经明白了全意 而不是发奇怪的标点符号左右你的心情 更不会用幼稚的表达来让你难过 感情是个诗情画意的事情,2020年11月23日,1960,Puddles,Jay-Lounge,纯音乐，无歌词
月光缓缓,小时候吃过最多的就是眼泪泡饭,2020年11月20日,1172,Puddles,Jay-Lounge,纯音乐，无歌词
不是你的965_,“解释总是会让我觉得像个罪人所以我选择沉默”,2020年12月16日,1047,Puddles,Jay-Lounge,纯音乐，无歌词
没上清美不改名,德波顿爱情的反讽之一,2020年11月11日,623,Puddles,Jay-Lounge,纯音乐，无歌词
月亮邮递到森林,淋雨吗？回去记得洗热水澡 好好休息会,2020年9月30日,575,Puddles,Jay-Lounge,纯音乐，无歌词
ClwonCjL,小时候会瞬间移动，每次在沙发上睡着了，醒了就会在床上，现在不会了。,8月27日 12:58,517,Puddles,Jay-Lounge,纯音乐，无歌词
Yzz李轶哲,起雾的窗户上 我写下你的名字,2020年12月24日,476,Puddles,Jay-Lounge,纯音乐，无歌词
厡祈,除非你的加入比我独处更加宜人 否则别让我这平静的水面泛起波纹,1月25日 00:30,471,Puddles,Jay-Lounge,纯音乐，无歌词
-ccoi,我只希望被爱，不会主动去爱别人，我要尽量控制自己不去喜欢别人，因为对方也喜欢自己的概率很低.,2月2日 19:05,408,Puddles,Jay-Lounge,纯音乐，无歌词
镜湖难泛舟儿,让我想起了 雨天 在奶奶家 坐在门边 望着远处的公路,2020年12月21日,387,Puddles,Jay-Lounge,纯音乐，无歌词
涵虚逐梦,我初中语文老师说过,7月28日 11:17,347,Puddles,Jay-Lounge,纯音乐，无歌词
川爯,"""不要过度欢喜，自然就不会感到极度的悲哀"" ​​",2020年12月16日,238,Puddles,Jay-Lounge,纯音乐，无歌词
不要把柴犬说成财喘,“你看 喪的繁体字两个眼睛都是空洞的”,1月3日 11:49,235,Puddles,Jay-Lounge,纯音乐，无歌词
759513I,Jay-Lounge - Puddles 已上传,2019年2月27日,204,Puddles,Jay-Lounge,纯音乐，无歌词
赴約路上的阿屹,我茫然不知回报风寒，街阔人群熙攘 总之，庞贝册封为我的封地时庞贝已是废墟,3月22日 12:57,189,Puddles,Jay-Lounge,纯音乐，无歌词
heaten_,封面是朋友在海南拍的照片,1月22日 23:04,1599,好不甘心喔，整個夏天都快過完了,heaten_,作词 : 无作曲 : heaten_好不甘心啊整个夏天都快过完了好像什么事都没有做对啊 好像就一直是跑来跑去 什么事都没有做没有赢过一场比赛 真的什么事都没有做但总是留下些什么吧留下什么 我们就变成什么样的大人你这句话从哪里偷来的我要回家咯我也要回家了哎 嗯…其实那天电话里我想说的是如果有一天或许一年后或许三年如果你开始喜欢男生你一定要记得第一个告诉我展开
Augenstism,如果你开始喜欢女孩了，记得告诉我,6月7日 10:33,1066,好不甘心喔，整個夏天都快過完了,heaten_,作词 : 无作曲 : heaten_好不甘心啊整个夏天都快过完了好像什么事都没有做对啊 好像就一直是跑来跑去 什么事都没有做没有赢过一场比赛 真的什么事都没有做但总是留下些什么吧留下什么 我们就变成什么样的大人你这句话从哪里偷来的我要回家咯我也要回家了哎 嗯…其实那天电话里我想说的是如果有一天或许一年后或许三年如果你开始喜欢男生你一定要记得第一个告诉我展开
第四十四号日落星,“夏天这么热 可不可以把暗恋变成热恋啊。”,2月19日 14:59,970,好不甘心喔，整個夏天都快過完了,heaten_,作词 : 无作曲 : heaten_好不甘心啊整个夏天都快过完了好像什么事都没有做对啊 好像就一直是跑来跑去 什么事都没有做没有赢过一场比赛 真的什么事都没有做但总是留下些什么吧留下什么 我们就变成什么样的大人你这句话从哪里偷来的我要回家咯我也要回家了哎 嗯…其实那天电话里我想说的是如果有一天或许一年后或许三年如果你开始喜欢男生你一定要记得第一个告诉我展开
灾坠,今夏已录取上了我喜欢的大学,7月20日 14:23,628,好不甘心喔，整個夏天都快過完了,heaten_,作词 : 无作曲 : heaten_好不甘心啊整个夏天都快过完了好像什么事都没有做对啊 好像就一直是跑来跑去 什么事都没有做没有赢过一场比赛 真的什么事都没有做但总是留下些什么吧留下什么 我们就变成什么样的大人你这句话从哪里偷来的我要回家咯我也要回家了哎 嗯…其实那天电话里我想说的是如果有一天或许一年后或许三年如果你开始喜欢男生你一定要记得第一个告诉我展开
好希望被喜欢,好不甘心，这个夏天什么都没有做,8月4日 13:35,536,好不甘心喔，整個夏天都快過完了,heaten_,作词 : 无作曲 : heaten_好不甘心啊整个夏天都快过完了好像什么事都没有做对啊 好像就一直是跑来跑去 什么事都没有做没有赢过一场比赛 真的什么事都没有做但总是留下些什么吧留下什么 我们就变成什么样的大人你这句话从哪里偷来的我要回家咯我也要回家了哎 嗯…其实那天电话里我想说的是如果有一天或许一年后或许三年如果你开始喜欢男生你一定要记得第一个告诉我展开
