1,2,3,4,5,6,7
我陪住你,老规矩，你赞我喔给你私发一句话，不骗你。 JALNG🦋,2021年5月19日,2457,Peaches,Kayla Rae,111
夏天必吃火锅,我预感,2021年12月7日,2096,Peaches,Kayla Rae,111
Gcn-妮,这翻唱让我觉得这歌是她的,2021年6月2日,1804,Peaches,Kayla Rae,111
-fffie,为大家奉上歌词，祝大家的生活和这首翻唱一样丝滑,2021年4月7日,1747,Peaches,Kayla Rae,111
延命治療,个人认为这个是网易翻唱版本里面最好的一个,2021年4月11日,1458,Peaches,Kayla Rae,111
Nightdrive,想起callmebyyourname里面的水蜜桃 那个杏树上的桃子 那些丰盈的汁水 都倒映出热烈短暂的盛夏 在少年的十七岁 隐秘却隽永,2021年7月11日,1142,Peaches,Kayla Rae,111
Hazerain,请问有没有听这首歌的女孩子，有的话请和我结婚hhhh,2021年6月14日,985,Peaches,Kayla Rae,111
Lucky9612,这个更温柔，是翻唱里目前最耐打的一版了,2021年6月22日,851,Peaches,Kayla Rae,111
云村解忧杂货店,你唱歌有有个很大的问题，就是不要踩着我的心唱，要踩着拍子唱,2021年11月18日,813,Peaches,Kayla Rae,111
樱花落下rr,多读书， 不然你的三观都是网络流行语。,2021年5月28日,7193,航行,蒋小呢,111
蒋小呢呢,我希望你们一直在快乐星球 一直开开心心！,2021年4月18日,6156,航行,蒋小呢,111
韩秋10,我的宝贝呢子！ 南京大学法学保送！ 国家一级运动员！打篮球超帅的！ 唱歌又超级温柔！555宝贝呢呢以后跟呢子大衣们一起走花路吧！！！！,2021年4月18日,5428,航行,蒋小呢,111
Heeeyh,刚刚结束乏味的作业刚刚洗去一身的乏累刚刚收到网易的消息是我预订的专属小呢你看一切都是刚刚好那就顺便祝我高考稳过线好了,2021年4月18日,2472,航行,蒋小呢,111
於邢,要是不合法，就谈一辈子恋爱吧@好喜欢小小赵,2021年4月18日,1985,航行,蒋小呢,111
007謙,“遇见你的那一刻就是大爆炸的开始，每一个粒子都离开我朝你飞奔而去，在那个最小的瞬间之后，宇宙才真正诞生。”“这是我要给你的，宇宙级的浪漫”“请允许我向你介绍，这是NGC2237号玫瑰星云。”,2021年7月22日,1458,航行,蒋小呢,111
书中未成记载爱,阳光 迟到 操场 背影 下课 走廊 相遇 小卖部 偷看 侧脸 对视 躲闪 暗恋 心动 晚自习 晚霞 三年,2021年6月1日,1121,航行,蒋小呢,111
兔兔去月球闲聊了,我发誓听这首歌的人颜值都不低.,1月15日 11:24,1007,航行,蒋小呢,111
Gravitivity,→ ←两手指向中间滑 你会发现神奇的一幕,2021年10月20日,962,航行,蒋小呢,111
_海棠春睡,我是过期的牛奶 腐烂的橘子 断线的风筝 是被随意丢弃的向日葵 是沉默寡言的小朋友 我害怕孤独 但我不得不习惯孤独 得到了又失去只会让我的孤独感更强烈 我不敢再尝试了 像我这样的人 注定得不到心中所求吧,2021年6月16日,887,航行,蒋小呢,111
安颜丶_dqPs,比如你现在说的这句话？,2021年10月15日,727,航行,蒋小呢,111
najiaodelo,打扰一下哟，我高二和女朋友在一起到现在四年了，也就是在她马上生日的时候。而现在我想集齐全国各地的祝福给她做个视频。请你用这种格式,2021年11月22日,687,航行,蒋小呢,111
小王困la,《酸梅》里说 ,2021年7月24日,599,航行,蒋小呢,111
休佑兮,“没有你的地方对于我来说就是荒漠”,2021年6月27日,515,航行,蒋小呢,111
我的世界少了光,我们以forya开始，以这首歌结束,2021年4月23日,439,航行,蒋小呢,111
Park-Baojian,无语了家人们，初恋就谈了两天😅,2021年10月5日,6173,Hey Mama,Monk,111
很远又是多远呢,后面那段属实拉胯了（个人观点别喷）,2021年6月6日,4625,Hey Mama,Monk,111
是澜朋友a,“六尺之内，我是无敌的！”——云鹦,2021年6月30日,4498,Hey Mama,Monk,111
IRis_Ccchen,我变心的时候不仅不会刹车 还会加速,2021年5月5日,2413,Hey Mama,Monk,111
UWSI,对啊，就仿佛女王高调离场时一个小丑跟在飞扬的绸缎后左右横跳自嗨一样,2021年6月22日,1469,Hey Mama,Monk,111
歪心人123,家人 笑拉了 这不算恋爱那就 咱初恋还在,2021年10月10日,1426,Hey Mama,Monk,111
老实人小李_A,开学了，同学们要注意自己的遗容遗表，在学校记得穿孝服，不得穿着过于冥显的奇装异服，下课拿自己的水碑接水，跑操注意跟上阴乐，下午的阎保健操已经纳入检查范围，上课灵声响了要安静下来，不得与老尸在课上作对，同学们之间要合墓相处.,2月9日 10:45,1263,Hey Mama,Monk,111
宫池南七,“云缨”叫你多读点书你要刷抖音,2021年7月6日,1002,Hey Mama,Monk,111
小狮子今天走音了没,我厂牌混音师说过一句话，所有的成品曲都是混音师想让你听到的混音效果，如果用一些业余软件擅自混音就是往唱片机上拉屎。,2021年5月14日,842,Hey Mama,Monk,111
_冷的不止天气,写作业的时候听这种歌就觉得自己很吊结果作业一字未动😅,2021年10月30日,640,Hey Mama,Monk,111
情情书owo,家里听这歌的女儿长啥样🌚🙏,2021年8月13日,545,Hey Mama,Monk,111
笑着晚安吧,我就说怎么昨天晚上花园宝宝的梦突然就变诺曼底登陆了,2021年8月5日,529,Hey Mama,Monk,111
q漆漆_,对不起红红火火哈哈蛤哈哈红红火火哈哈蛤..！对不起！！,2021年10月5日,459,Hey Mama,Monk,111
ZA-cnT,这首歌我就不收藏了，一个赞回来听一回[多多大笑],1月24日 16:57,453,Hey Mama,Monk,111
帐号已注销,我已经在溜鬼了姐妹们🌚,2021年6月14日,376,Hey Mama,Monk,111
箪刹_EPjK,这条被刷下去了，就放弃她啦。,2021年4月28日,8607,如果早点了解(现场版),群星,111
取格W,⠀⠀⠀⠀ ⠀『我希望正在读这句话的人永远开心』⠀⠀⠀⠀,2021年6月16日,4373,如果早点了解(现场版),群星,111
老干妈好吃嘛,看见新闻了吗 铁树开花了。,2021年6月20日,3550,如果早点了解(现场版),群星,111
愛是形容词吗_Y,天天聊天的两个人，就算不是情侣，也会产生依赖吧。,2021年6月29日,1962,如果早点了解(现场版),群星,111
温柔_tscU,“那点模糊的好感 让我喜欢了好久”,2021年6月18日,1870,如果早点了解(现场版),群星,111
木辛777,要是再漂亮一点就好了,2021年6月19日,1533,如果早点了解(现场版),群星,111
嗳噫挥之不去,我从来没有找你要过口红，衣服，鞋子，包包，我也没有让你带我去过哪，就算是晚上我们在一起牵手散步，我都觉得特别开心，我为你省了这么多的钱，我这么好的人，你为什么让我流这么多的眼泪呢,2021年6月22日,1486,如果早点了解(现场版),群星,111
阿七来过,怀孕之后发现 他是真的不爱我,2021年7月7日,1252,如果早点了解(现场版),群星,111
闲人时刻想忙人,要是再漂亮一点就好了,2021年8月24日,1166,如果早点了解(现场版),群星,111
不是胡是呼,如果我再漂亮一点就不那么自卑了,2021年11月6日,936,如果早点了解(现场版),群星,111
留短发吧__,为什么，爱的尽头是厌恶,2021年6月23日,834,如果早点了解(现场版),群星,111
给小W买糖糖吃,我听过最真实的鸡汤是,2021年8月1日,780,如果早点了解(现场版),群星,111
ceeix,你说 如果一直不谈恋爱 真的可以等到一个很好的人吗,2021年6月21日,698,如果早点了解(现场版),群星,111
蘇州河off,亲爱的树 你已经癌症中期啦 我其实什么都知道 你删了我 我真的很难受 但是我希望你好好的 不要太担心我 我会照顾好自己的哦 很遗憾 你来我的城市没有遇见我 我却来不到你生活的地方 我也是有病的人啦 我可能会先死吧 万一我们会在天堂见面呢,1月15日 22:20,677,如果早点了解(现场版),群星,111
盖必虫,在听到这首歌的时候，心突然被震撼了一下。不到一年前分手的时候，白天躺尸夜里哭睡不着吃饭吃着吃着就想流泪心脏疼，跟别人零交流，用发小作文的形式来缓解自己的痛苦这种行为在别人眼里在他眼里都是纠缠。所以分手很不体面。但是现在突然很释然,2021年9月23日,571,如果早点了解(现场版),群星,111
M梦梦M奈斯,早知道后劲那么大当初不心动就好了,2021年7月7日,2317,沉默以对,吕口口,111
吱吱她爱风,肯定会火的！！！这首歌！前奏就把我带进去了～～～,2021年3月24日,1758,沉默以对,吕口口,111
丨墨君丨小说未发表,这唱的啥呀，没有不好听的地方真的是,2021年3月24日,1432,沉默以对,吕口口,111
慕泽泽吖,我就喜欢那种会粘着我的人。吃饭睡觉会告诉我，好听的歌会分享给我，出去玩和回家都会和我说，看到消息也会第一时间回复我。给我超多超多的安全感，让我时刻感受到，我是真的被爱着、被需要着。这样子的人真的最好了。 ​​​​,2021年3月27日,1130,沉默以对,吕口口,111
rlgw-,那些越是看着什么都无所谓的人，在他们心底，都有一个地方，碎的特别彻底。,2021年3月23日,939,沉默以对,吕口口,111
时倾W-fovik,沉默不是没有情绪，而是没有再说的意义,2021年6月16日,893,沉默以对,吕口口,111
海边也很浪漫,没关系的 偶尔哭一哭不要紧 暂时没有力量不要紧 一直犯蠢不要紧 有遗憾不要紧 不喜欢社交或是不被看见也不要紧 哪怕把一切都搞砸了也没什么的 每个人都会有做错的时候 每个人都会有突如其来的情绪 但没关系 真的没关系的 不是 你已经很好了 而是 就算不好也没关系的,2021年7月28日,753,沉默以对,吕口口,111
天外来穻,“或许随心所欲的生活更加顺风顺水呢”,2021年3月24日,528,沉默以对,吕口口,111
深秋到初春-,“最近很喜欢卢思浩的一句话,2021年3月20日,482,沉默以对,吕口口,111
听听我的歌单,我以为我的温柔能给你整个宇宙我以为我能全力填满你感情的缺口专心陪在你左右弥补他一切的错也许我太过天真以为奇迹会发生,2021年3月20日,449,沉默以对,吕口口,111
慕泽泽吖,女孩子输就输在，她根本没想赢，她只想被爱,2021年3月27日,430,沉默以对,吕口口,111
慕泽泽吖,他只会记住翻山越岭去找的人，不会记住翻山越岭找他的人,2021年3月27日,401,沉默以对,吕口口,111
爱与恨都无终,凶手和恋人都喜欢事后重返现场。,2021年4月1日,395,沉默以对,吕口口,111
FranticLove,最近被打动，被感染的一句话,1月14日 18:57,332,沉默以对,吕口口,111
晚风难入我梦,“被丢弃一次的小朋友就会质疑所有人的爱”,2021年8月22日,309,沉默以对,吕口口,111
有点糟糕--,“我们都要努力 不能在垃圾堆里选人”,2021年3月20日,12735,爱就一个字,Alaric的窗台,111
Alaric_Jv,“我想你身不由己，每个念头有新的梦境”我会永远铭记着你,2021年3月20日,5426,爱就一个字,Alaric的窗台,111
被摆布的耳朵,好听就有完整版是多么幸福的事,2021年3月19日,4396,爱就一个字,Alaric的窗台,111
顾颀吖,⠀⠀⠀⠀ ⠀『我希望正在读这句话的人永远开心』⠀⠀⠀⠀,2021年7月12日,3681,爱就一个字,Alaric的窗台,111
困告羊_,今天上课累吗 课程多吗 笔记做了吗 老师凶吗 同学好相处吗 书背的完吗 学校的饭好吃吗 我想问的是你今天开心吗 还有我想你啦 特别想 ​​​,2021年3月20日,3644,爱就一个字,Alaric的窗台,111
陪你去流浪__7,昨天喜欢的女孩结婚了，男的有车有房，她笑的很开心。结婚仪式完了，我就悄悄的走了。我只是个乡镇的教师，我给不了她想要的生活，我一直在改变着我的生活，国庆才把房子定了，本来以为现在的我可以。。今天一直循环着这首歌。现在我在收拾行囊，要赶去学校，明天还有2个班的孩子等着我。留此，吾爱。,2021年4月25日,3380,爱就一个字,Alaric的窗台,111
零鸠零鸠,“两个人相互辉映，光芒胜过夜晚繁星”,2021年3月19日,3020,爱就一个字,Alaric的窗台,111
-不是小哭包-,亲爱的张铎耀，这是我分享给你的第一首歌，也不知道你能不能看到，但是不敢当面讲的话，我在这里给你讲啦。亲爱的张铎耀你好，我是十七岁的武保宏，我有且只有一次的十七岁，我把它赌给你。,2021年3月23日,2265,爱就一个字,Alaric的窗台,111
耳機弄坏了一只,你的帐号我已经翻了无数遍 只是你不知道 别人也不知道 只有系统和我知道 我该如何鼓足勇气告诉你 我想你了,2021年3月19日,1876,爱就一个字,Alaric的窗台,111
missmmmmmmmmmmm,总有一天，会有那么一个人，看你写过的所有状态，读完你写的所有微博，看你从小到大的所有照片，甚至去别的地方寻找关于你的信息，试着听你听的歌，走你走过的地方，看你喜欢看的书，品尝你总是大呼好吃的东西……只是想弥补上，你的青春.,2021年3月20日,1567,爱就一个字,Alaric的窗台,111
撞进晚安里鸭,女孩子最傻别在网络上喜欢一个男孩,2021年6月18日,1357,爱就一个字,Alaric的窗台,111
晚安明天见_e,现在很少有人冲印照片了 不会把爱的女孩放在皮钱包里 大家都是电子档 一言不合就互删 记录说没就没找不到一点点痕迹.,2021年6月14日,1151,爱就一个字,Alaric的窗台,111
Pyirq-her,没有人规定一朵花一定要开成玫瑰,2021年3月19日,1077,爱就一个字,Alaric的窗台,111
外面突然下雨,我好想你啊 这句话无论谁和我说起 我都会想要掉眼泪 我就觉得被人惦记 真好啊,2021年3月20日,1076,爱就一个字,Alaric的窗台,111
月亮不是浪漫_,如果真的放不下就偷偷喜欢吧只要岁岁平安在不在一起都没那么重要了.,2021年6月18日,964,爱就一个字,Alaric的窗台,111
不是花火呀,世间最毒的仇恨 是有缘却无分,2021年3月19日,20399,年轮,不是花火呀,111
嘻嘻嘻嘻不洗,两个月前被查出脑癌晚期，医生说还可以手术，但是手术成功的几率很小，我才17岁啊，我还有很多的事情没做，我还没有尝过爸爸炒的兔子，还没有穿过妈妈给我织的红毛衣，还没有和闺蜜画过对方的画像，还…没有向他表白，我的手术在一个星期后，可能永远都听不了这首歌了,2021年10月10日,14204,年轮,不是花火呀,111
Li李李黎荔,时间过得真快，当年看花千骨的那些孩子已经长大了,2021年3月19日,11651,年轮,不是花火呀,111
喝旺仔变牛奶Q,“新年愿望，和她结婚”“阿瓒，你辛苦了。”可那个意气风发的少年却永远留在了东国。,2021年3月20日,8458,年轮,不是花火呀,111
-宋祁祉祉祉,情人节，老年痴呆的外公失踪了 全家出动怎么找也找不到 妈妈几乎要崩溃了 晚间，一个医院来电说 有位衣服上缝这个电话的老人 站在某病房里不肯离去。 去接外公时妈妈一进病房便哭了,2021年7月5日,6642,年轮,不是花火呀,111
给屁屁送花,“摘耳机是新世纪的脱帽礼。”,2021年8月31日,5551,年轮,不是花火呀,111
嘻嘻嘻嘻不洗,我真的很喜欢这首歌，想在生命的结尾在这里留下我来过的痕迹再见了，云村的大家,2021年10月10日,4313,年轮,不是花火呀,111
狗熊岭督察员,当年《花千骨》可是红透了半边天啊,2021年3月20日,4284,年轮,不是花火呀,111
程愠,“我这个人走路喜欢挨边走 我坐公交车必须得缩在最后一排 我不想跟任何人产生联系 我怕我刚把我的真心掏出来 我就死了” ——《送你一朵小红花》韦一航,2021年3月19日,3356,年轮,不是花火呀,111
11231126,“在学校委屈死了，数学课不会写，英语课听不懂，语文课不想写，觉不够睡，人际关系难搞，最想见的人也见不到”,2021年3月23日,3329,年轮,不是花火呀,111
-宋祁祉祉祉,外婆就是在这间病房去世的。 当我看到傻傻的外公 手里那支不知从哪里拣来的玫瑰时 口里一直念叨着,2021年7月5日,2852,年轮,不是花火呀,111
扬帆起航_1Dcb,她选的是文综，我选的是理综。那次她问我立体几何的第二问，理科生学的是建系法，文科生学的是定义法。为此我看了两节晚修的文科数学辅导书，正要为她解答时已经有人解答了。为什么连解题都有人跟我抢啊……,2021年7月14日,2255,年轮,不是花火呀,111
喜欢悠闲自在啊_,距离高考还有八十天，这个世界从来不公平，你只有努力，才能换来那些平等的待遇 背水一战 吾身之友皆是敌 大局未定 你我皆是黑马！！一起加油各位,2021年3月19日,2175,年轮,不是花火呀,111
Wik-oul,“我是预言家哦，所以请相信我，马上你喜欢的人就会对你表白啦！”,2月16日 17:00,1966,年轮,不是花火呀,111
bbbbqu,我有在慢慢解开自己系上的死结,2021年7月4日,1849,年轮,不是花火呀,111
2020-1-15,“可能是这个时代太坏了，感情泛滥，语言没有重量，随便说出口的爱和喜欢，配不上一颗赤诚的心”-《酸梅》,2021年3月19日,6578,孤岛星愿,陈子晴,111
秋刀魚会過期ooo,"邓稼先去世的前一个月,他躺在病床上拉着妻子的手说",2021年3月20日,6222,孤岛星愿,陈子晴,111
嘉陵江彼岸,“贩卖风筝的小贩，他们在预售春天”,2021年3月20日,4767,孤岛星愿,陈子晴,111
陈子晴不会弹吉他,希望你能找到跟你们契合的另一座孤岛的时候能告诉我,2021年3月28日,3616,孤岛星愿,陈子晴,111
呆桃啦,愿:“热爱永不过时，浪漫至死不渝”,2021年3月20日,2412,孤岛星愿,陈子晴,111
Conceals,跟林志颖的 对望 高潮很像,2021年3月18日,2244,孤岛星愿,陈子晴,111
Sainnm,真羡慕你们北方 两个人走着走着就白了头 而我们南方经常下雨 走着走着就脑子进了水 关键是还起雾 走着走着就散了,2021年3月19日,2155,孤岛星愿,陈子晴,111
莓倒霉,不会谈恋爱是她教的。温柔体贴，细节是她用很多眼泪换来的。脾气也是她慢慢磨好的。她是栽树人，所以乘凉的人必须是她。,2021年7月16日,1952,孤岛星愿,陈子晴,111
8鲜过海,为什么我好想唱,2021年8月23日,1759,孤岛星愿,陈子晴,111
Q小姐_FpcP,有一句不知道你们信不信，缺乏安全感的人最会给别人安全感.,2021年3月20日,1713,孤岛星愿,陈子晴,111
网易云解忧杂货铺,停，对不起，打扰一下，别继续往下划屏幕了 我想今天还没有人夸你吧，看看下面这行字 “你很棒！明天请继续加油！” OK，可以划走啦 只是以防万一今天一整天都没有人夸你(´∀｀)♪每天都要活力满满哟加油(ง •̀_•́)ง如果打扰到你们了，那对不起,2021年9月12日,1146,孤岛星愿,陈子晴,111
Sehunee5,即使你浑身刺想抱你的人会想尽办法抱你的,2021年3月19日,1132,孤岛星愿,陈子晴,111
还能记得我的名字就好,“他不认识我的脸 不知道我的名字 但当我举起灯牌的时候 他就知道我是为他而来”,2021年6月17日,1077,孤岛星愿,陈子晴,111
Aowoo,从一个剪辑视频来的，旋律和人声都不错哦,2021年3月20日,759,孤岛星愿,陈子晴,111
拾无念,在学校人真的很多可是却没有一个人跟自己有关系。自己就像一座孤岛，两座孤岛不会相遇。,2021年3月20日,677,孤岛星愿,陈子晴,111
-秋刀鱼不过期-Q,“既不能断干净又不能和好如初的关系最难受”,2021年3月14日,22.7万,还是会想你,林达浪/h3R3,111
达浪呢,你是我拼了命也抓不住的声音,2021年3月14日,16.2万,还是会想你,林达浪/h3R3,111
没有特色,在二选一的情况下 被抛弃的那个是幸运的,2021年3月14日,13.9万,还是会想你,林达浪/h3R3,111
初奚,如果你真的爱我就不会和别的小朋友暧昧啦,2021年3月14日,79399,还是会想你,林达浪/h3R3,111
我与酒皆是友听闻,“很久不见面的话 会忘了我吗”,2021年3月14日,73719,还是会想你,林达浪/h3R3,111
Young-dee,你是我不敢招摇的想念，依然爱你 却不再打扰,2021年6月11日,60677,还是会想你,林达浪/h3R3,111
姜氧_,频繁出现在梦里的人是你的身体感觉到了你的思念替你见了一面你朝思暮想的人.,2021年3月14日,51110,还是会想你,林达浪/h3R3,111
stovee,"我没有着急乱谈恋爱,我在等一个人来捡起七零八落的我，可能慢慢来也是一种诚意。",2021年3月14日,42127,还是会想你,林达浪/h3R3,111
h3R3,可以跟我说说你们的故事…….那个让你最忘不掉的人...那一天....那一句话....你最想对他说出的那一句话....也许你的故事会出现在我下首歌里,2021年3月27日,38394,还是会想你,林达浪/h3R3,111
tZaaaa,爱情不止玫瑰花 还有郁金香,2021年3月14日,33128,还是会想你,林达浪/h3R3,111
___沒有blue,分享本身就是一种自取其辱的孤独,2021年3月19日,27579,还是会想你,林达浪/h3R3,111
月亮请你奔我而来,你根本忘不了一个你认认真真喜欢过的人，你以为你错过的是这个人，其实你错过的是整个人生。,2021年3月19日,24676,还是会想你,林达浪/h3R3,111
小杨是个射手座,喜欢吃的菜要吃到腻喜欢的歌要听到烦.从来不给欲望留余地,2021年3月14日,23973,还是会想你,林达浪/h3R3,111
废废菲,第一次听的时候还是未命名呢，，，，,2021年3月20日,21990,还是会想你,林达浪/h3R3,111
浅浅念you,虽然不经意还是会想你，但我用绝对的理智告诉自己，是你不配,2021年3月14日,20794,还是会想你,林达浪/h3R3,111
狗睿狗睿狗睿,看得出来法老不会花和太阳的英语,2021年3月20日,16.2万,"花,太阳,彩虹,你",Mai/法老/肯迪仔/NoLabelCrew,111
Mai_NoLabel,谢谢肯迪仔和法老，法老哥哥对这首歌太用心了，下次我要请他吃烤串,2021年3月17日,81356,"花,太阳,彩虹,你",Mai/法老/肯迪仔/NoLabelCrew,111
法老phardoh420,我是法老超甜，准备被我的花、太阳和雨击倒吧，biubiubiu,2021年3月19日,71148,"花,太阳,彩虹,你",Mai/法老/肯迪仔/NoLabelCrew,111
stanze,看得出来三个英语app都用上了,2021年3月17日,56003,"花,太阳,彩虹,你",Mai/法老/肯迪仔/NoLabelCrew,111
KillJe,动了情的法老连英语单词都会说几个,2021年7月6日,34666,"花,太阳,彩虹,你",Mai/法老/肯迪仔/NoLabelCrew,111
Hecateeeeeee,mai真的好屌！！就算是狗叫两声配上mai的beat都好听！！！（不是说法老是狗的意思）,2021年3月17日,32003,"花,太阳,彩虹,你",Mai/法老/肯迪仔/NoLabelCrew,111
少喝可乐早点睡,花，太阳，彩虹，你，蜜雪冰城甜蜜蜜。,2021年6月14日,22851,"花,太阳,彩虹,你",Mai/法老/肯迪仔/NoLabelCrew,111
吉祥安康富贵,不用猜就知道这是给马思唯写的歌,2021年3月20日,22714,"花,太阳,彩虹,你",Mai/法老/肯迪仔/NoLabelCrew,111
韓-_o,我不知道是不是我误解了，杰克奥特曼有一集的一个插曲叫花·太阳·雨，如果鼠尾草真的在致敬杰克的话，那法宝可真是老奥迷了,2021年3月20日,21688,"花,太阳,彩虹,你",Mai/法老/肯迪仔/NoLabelCrew,111
DarkKing___,这个hook我想听个小精灵的版本，一人血书,2021年3月18日,17729,"花,太阳,彩虹,你",Mai/法老/肯迪仔/NoLabelCrew,111
Pioneer后续者,你们只知道他的42秒不换气，可是你们知道他的读书的时候有多认真吗？全校第一是他，第二是他表姐，连校长都卖掉房子给他交钱,2021年7月8日,16976,"花,太阳,彩虹,你",Mai/法老/肯迪仔/NoLabelCrew,111
隆历奇,很开心为这首歌曲做了混音，浸泡了法爷的浪漫👀,2021年3月17日,14040,"花,太阳,彩虹,你",Mai/法老/肯迪仔/NoLabelCrew,111
极冰小怪兽,为啥法老还没开口 我就感觉下一句是“我是一个酒精过敏的帅哥”,2021年3月29日,13831,"花,太阳,彩虹,你",Mai/法老/肯迪仔/NoLabelCrew,111
今夜和我相遇,法老挺厉害的，但是他的徒弟法海不行，因为他不会绕蛇,2021年7月3日,12683,"花,太阳,彩虹,你",Mai/法老/肯迪仔/NoLabelCrew,111
Strawberries______Cigarettes,听你的歌两年了，加油，姜云升😶,2021年9月21日,9680,"花,太阳,彩虹,你",Mai/法老/肯迪仔/NoLabelCrew,111
尽我所能做到,现在谈恋爱好像谁更冷漠谁就赢了,2021年3月15日,45182,大风吹,王赫野,111
火鸡味的草莓Y,情绪很多的时候说明你很闲,2021年3月15日,39102,大风吹,王赫野,111
不酷小曹,这首歌太爱了吧 ！！！！哈哈哈有种80年代的感觉 虽然我95后 但是很爱听,2021年3月20日,24743,大风吹,王赫野,111
Atoptos,你拦住了16岁放学的她 缺拦不住26岁要嫁人的她,2021年3月16日,18638,大风吹,王赫野,111
山中吖,21世纪的人唱出港风的感觉,2021年3月16日,15581,大风吹,王赫野,111
孤勇彳亍,迷幻，摇摆，轻松，小碎步，微醺，热烈，欢愉，干杯，离开,2021年3月19日,13780,大风吹,王赫野,111
刀白枫,这首歌怎么让我看到了星爷一边走路一边梳头奔赴终极赌局的画面,2021年3月17日,13489,大风吹,王赫野,111
音乐应像风与自然那样无边无际,大风吹能不好听吗，他爹妈基因那么好,2021年6月1日,12331,大风吹,王赫野,111
张超然_xFo2,我是歌手张超然，帮我顶上去，让朋友们也听听我的歌曲吧，(学会坚强)(春秋冬月)(当初的我们)，给追梦人一个机会吧,2021年6月19日,11755,大风吹,王赫野,111
浩然颢然,《大风吹》是真的好听，勾起了我的一阵阵回忆，特别是前奏，让我对MJ《Billie Jean》的回忆愈发强烈，中间的部分，又让我想起了徐小凤的《风的季节》，这首歌真的太复古了，如此具有回忆性,2021年4月11日,10258,大风吹,王赫野,111
墨玉韩冰,前奏 《Billie Jeans》，开头曹格的《SUPERMAN》，主歌soler《风的季节》，副歌张靓颖《如果爱下去》,2021年4月26日,6910,大风吹,王赫野,111
A碣石潇湘,你说的非常有道理。另外，以后也别管你孩子像不像隔壁老王，只要聪明就行，去他的血缘，管他是谁的孩子,2021年6月26日,5242,大风吹,王赫野,111
千里山人,我就直说了 我觉得喜欢这首歌的逼格都低,2021年6月16日,5101,大风吹,王赫野,111
喜欢吃香菜的老婆婆,“早餐店不会开到晚上，想吃的人早就来了”,2021年3月24日,4885,大风吹,王赫野,111
retort_facet,您是搞原创的还是搞剪辑的啊,2021年6月14日,4805,大风吹,王赫野,111
是小香橙呐,答应我，减少上网时间，作业按时写完，听长辈老师的话，把自己置于一个忙碌的环境，作业写完了就背书，不要坐着发呆，要做别人眼里的好孩子，字一笔一划地写，话听进心里，到最后你会发现，真正让你开心的不正是耀眼的成绩和人人的夸赞，这次，我们要打一个翻身战，并且，一定要赢。,2021年3月6日,27007,小时光,胡期皓,111
Sweetyand1,为什么这么甜 搞得我以为我有男朋友了,2021年3月10日,21372,小时光,胡期皓,111
Dwoodun,死木头什么能被我追到手啊！,2021年3月13日,16646,小时光,胡期皓,111
皮卡奶姜,因为谈了一场很棒的恋爱，所以粘贴板没有丧的文案。,2021年3月6日,11264,小时光,胡期皓,111
evqi,好想把我喜欢的人的桃花踩的稀巴烂!!!!!!,2021年7月9日,8567,小时光,胡期皓,111
在秋季淋雨爱你_,啊啊啊啊啊啊啊啊好甜啊救命！！！ 我喜欢的人每天都给我送糖啊啊啊 他今天还摸我头了！！！！啊啊啊啊啊死了 他上课玩我的头发哈哈哈哈哈哈(他坐我后面)他还每天给我买一堆小零食！！！到暧昧期了！！我天天跟他聊天啊啊啊 班里人都以为我们在一起了！！！！,2021年3月23日,6810,小时光,胡期皓,111
慕薇_quEn,“哪有这么多巧合 我故意要遇见你的”,2021年3月8日,6085,小时光,胡期皓,111
月兔w,woo这首歌真的好符合这几天的心境 和他第一次聊天开始 太可爱啦啊啊 会叮嘱我不要说脏话呜呜 这个歌也是第一时间推给他了 我觉得他的心情一定也和我一样甜甜哒 他的拍一拍是 想亲亲哥哥 我就经常拍他 他说我耍流氓呜呜 我确实想和他耍流氓,2021年3月9日,5193,小时光,胡期皓,111
不吃渔yEkk,笑死我没有男朋友还在这听这么甜的歌,2021年7月24日,5142,小时光,胡期皓,111
在秋季淋雨爱你_,他昨天跟我表白了！！！！！！！居然互相喜欢！！！！！,2021年3月27日,5051,小时光,胡期皓,111
伪学渣的心-,“如果沟通有障碍 那就接吻.”,2021年3月13日,4749,小时光,胡期皓,111
心动查理苏,利路修给我冲呜呜天生爱豆,2021年3月23日,3290,小时光,胡期皓,111
peace-for-love_CaSL,一人血书请求国家把恋爱脑纳入医保,1月24日 08:52,2854,小时光,胡期皓,111
周五不开心,这首歌也太甜了！！！可惜我是篮球场上和男生撞来撞去的女生 不是场边送水的软妹,2021年11月17日,2795,小时光,胡期皓,111
顾晚舟_,救命啊！！！今天对我喜欢的男生表白了！！！我们居然是互相喜欢呜呜呜呜呜呜啊啊啊！！！天！！榆木脑袋终于开窍了呜呜呜！！！,2021年10月10日,2621,小时光,胡期皓,111
紫幽想听歌,你还小，只知道帅哥和腹肌，等你长大以后你会就知道，白天正经上班，傍晚接你下班，回家做饭给你吃的男孩子有多香,2021年3月9日,15.8万,慢热,满舒克,111
-CanWeKissForever_,有点羡慕舔狗 他起码敢上去舔 我这种不敢靠近的人叫啥 叫眺望狗,2021年3月19日,11.3万,慢热,满舒克,111
别聊别开始,因为慢热，所以也会慢冷当我预热好了，你却走了,2021年3月6日,68993,慢热,满舒克,111
多睡了会,男生不主动就真的没戏了,2021年3月13日,62684,慢热,满舒克,111
